tokenized,genre,length
"['sacr', 'caracter', 'lâch', 'tout', 'libert', 'dan', 'banlieu', 'elle', 'y', 'fait', 'coup', 'sa', 'petit', 'band', 'gamin', 'insolent', 'se', 'incartad', 'ne', 'semblent', 'pas', 'trop', 'inquiet', 'sa', 'tres', 'jeun', 'mer', 'situat', 'précair', 'comm', 'tous', 'habit', 'cel', 'ci', 'est', 'effet', 'trop', 'concentr', 'plan', 'plus', 'moin', 'honnêt', 'assur', 'leur', 'quotidien']",drame,45
"['ocean', 'vengeanc', 'sous', 'ciel', 'sa', 'band', 'ne', 'pouv', 'avoir', 'qu', 'seul', 'motif', 'tent', 'leur', 'braquag', 'plus', 'audiaci', 'ce', 'jour', 'sauv', 'leur', 'mais', 'chanc', 'ne', 'suff', 'pas', 'toujour', 'lorsqu', 'veut', 'fair', 'saut', 'cruel', 'propriétair', 'casino', 'ne', 's', 'attend', 'pas', 'tel', 'ripost', 'lorsqu', 'il', 'trah', 'envoi', 'ami', 'mentor', 'tres', 'mauv', 'calcul', 'car', 'rameut', 'se', 'fidel', 'complic', 'inflig', 'chât', 'exemplair', 'soir', 'inaugur', 'son', 'nouveau', 'casino']",policier,62
"['offici', 'polic', 'judiciair', 'perd', 'son', 'collègu', 'meilleur', 'ami', 'lor', 'd', 'oper', 'contr', 'réseau', 'trafiqu', 'drogu', 'est', 'alor', 'mut', 'dan', 'nouveau', 'servic', 'charg', 'oper', 'd', 'infiltr', 'form', 'comm', 'agent', 'sous', 'couvertur', 'undercov', 'il', 'ser', 'charg', 'd', 'infiltr', 'gang', 'trafiqu', 'drogu', 'qui', 'import', 'résin', 'cannab', 'grand', 'quantit', 'depuis', 'méthod', 'transport', 'utilis', 'est', 'cel', 'voitur', 'charg', 'drogu', 'remont', 'tres', 'grand', 'vitess', 'depuis', 'sud', 'ver', 'vill', 'français']",policier,63
"['fin', 'xvii', 'siecl', 'est', 'jeun', 'veuv', 'dont', 'beaut', 'pouvoir', 'séduct', 'font', 'frem', 'haut', 'societ', 'sa', 'réput', 'sa', 'situat', 'financi', 'se', 'dégrad', 'elle', 'se', 'met', 'quêt', 'rich', 'époux', 'elle', 'sa', 'fill', 'adolescent', 'épaul', 'dan', 'se', 'intrigu', 'sa', 'meilleur', 'ami', 'exil', 'devr', 'déploi', 'trésor', 'd', 'ingénios', 'dupliqu', 'parven', 'se', 'fin', 'ménag', 'deux', 'prétend', 'charm', 'aristocrat', 'fortun', 'mais', 'prodigi', 'stupid', 'libr', 'adapt']",romance,59
"['depuis', 'quelqu', 'anné', 'assist', 'apparit', 'pouvoir', 'psychiqu', 'chez', 'certain', 'adolescent', 'prévis', 'futur', 'contrôl', 'mental', 'ce', 'facult', 'deviennent', 'enjeu', 'sécur', 'national', 'gouvern', 'quelqu', 'surviv', 'se', 'réfugient', 'décident', 'd', 'unir', 'leur', 'forc', 's', 'oppos', 'définit', 'militair', 'qui', 'veulent', 'exploit', 'leur', 'pouvoir']",science fiction,39
"['great', 'hack', 'il', 'ont', 'pris', 'vos', 'don', 'puis', 'il', 'ont', 'pris', 'contrôl', 'ce', 'documentair', 'met', 'lumi', 'sombr', 'univer', 'exploit', 'don', 'informat', 'traver', 'passion', 'récit', 'personnel', 'différent', 'part', 'impliqu', 'dan', 'scandal']",documentaire,30
"['cours', 'mort', 'dan', 'futur', 'prisonni', 'sont', 'contraint', 'particip', 'tres', 'violent', 'cours', 'automobil', 'dan', 'aren', 'ferm', 'c', 'est', 'dan', 'ce', 'context', 'qu', 'homm', 'qui', 'doit', 'être', 'liber', 'dan', 'quelqu', 'semain', 'se', 'voit', 'assign', 'particip', 'ce', 'cours', 'cel', 'ci', 'est', 'cours', 'mort', 'il', 'devient', 'alor', 'favor', 'public', 'qui', 'connaît', 'sous', 'nom']",science fiction,49
"['eau', 'éleph', 'périod', 'suit', 'd', 'traged', 'familial', 'jeun', 'étudi', 'écol', 'vétérinair', 'se', 'retrouv', 'subit', 'plong', 'dan', 'miser', 'rejoint', 'hasard', 'cirqu', 'itiner', 'second', 'class', 'il', 'se', 'fait', 'accept', 'échang', 'soin', 'il', 'pourr', 'apport', 'animal', 'ne', 'tard', 'pas', 'tomb', 'sous', 'charm', 'bel', 'écuyer', 'elle', 'est', 'épous', 'directeur', 'cirqu', 'être', 'rar', 'violenc', 'total', 'imprévisibl', 'derri', 'beaut', 'mag', 'spectacl', 'découvr', 'univer', 'impitoi', 'miser', 'éleph', 'rejoint', 'cirqu', 'se', 'rapprochent', 'autr', 'préparent', 'nouveau', 'spectacl', 'qui', 'permet', 'temp', 'renou', 'succes', 'mais', 'leur', 'sent', 'deviennent', 'plus', 'plus', 'perceptibl', 'sous', 'yeux', 'd', 'cet', 'histoir', 'd', 'amour', 'met', 'irrémédi', 'dang']",historique,90
"['do', 'right', 'thing', 'est', 'littéral', 'jour', 'plus', 'chaud', 'anné', 'jeun', 'afro', 'américain', 'est', 'livreur', 'pizzeri', 'quarti', 'tenu', 'se', 'deux', 'fil', 'origin', 'italien', 'chacun', 'vaqu', 'se', 'occup', 'mais', 'chaleur', 'estival', 'va', 'bientôt', 'cristallis', 'tension', 'racial']",drame,34
"['destin', 'final', 'pet', 'group', 'd', 'étudi', 'voyag', 's', 'annonc', 'bien', 'mais', 'peu', 'avant', 'décollag', 'leur', 'avion', 'soudain', 'vision', 'fulgur', 'appareil', 'va', 'explos', 'vol', 'parc', 'qu', 'il', 'va', 'tent', 'd', 'alert', 'passager', 'il', 'ser', 'expuls', 'avion', 'cinq', 'se', 'camarad', 'son', 'professeur', 'lorsqu', 'quelqu', 'minut', 'plus', 'tard', 'appareil', 'explos', 'il', 'seront', 'seul', 'surviv', 'ce', 'don', 'voyanc', 'qui', 'lui', 'sauv', 'vi', 'est', 'auss', 'malédict', 'comment', 'expliqu', 'se', 'vision', 'd', 'lui', 'vient', 'ce', 'fascin', 'pouvoir']",horreur,71
"['chauffeur', 'braqueur', 'banqu', 'truc', 'être', 'meilleur', 'dan', 'sa', 'part', 'il', 'roul', 'rythm', 'sa', 'propr', 'playlist', 'il', 'rencontr', 'fill', 'se', 'rêv', 'cherch', 'mettr', 'fin', 'se', 'activ', 'criminel', 'reven', 'dan', 'droit', 'chemin', 'mais', 'il', 'est', 'forc', 'travaill', 'grand', 'patron', 'crim', 'braquag', 'tourn', 'mal', 'désorm', 'sa', 'libert', 'son', 'aven', 'fill', 'il', 'aim', 'sa', 'vi', 'sont', 'jeu']",policier,53
"['mort', 'mysteri', 'd', 'jeun', 'femm', 'pouss', 'professeur', 'commettr', 'son', 'tour', 'meurtr', 'san', 'raison']",drame,13
"['déclar', 'coupl', 'enfant', 'combat', 'malad', 'surtout', 'grand', 'histoir', 'd', 'amour', 'leur']",drame,11
"['jinp', 'cont', 'tibétain', 'rout', 'solitair', 'travers', 'vast', 'plain', 'dénud', 'camionneur', 'qui', 'avait', 'écras', 'mouton', 'accident', 'prend', 'jeun', 'homm', 'stop', 'cour', 'convers', 'qui', 'engag', 'entre', 'eux', 'chauffeur', 'remarqu', 'que', 'son', 'nouvel', 'ami', 'poignard', 'argent', 'attach', 'jamb', 'apprend', 'que', 'cet', 'homm', 'se', 'prépar', 'tu', 'qui', 'lui', 'fait', 'tort', 'moment', 'don', 'sa', 'vi', 'instant', 'où', 'il', 'dépos', 'auto', 'stoppeur', 'embranch', 'camionneur', 'ne', 'se', 'dout', 'aucun', 'que', 'bref', 'moment', 'il', 'ont', 'partag', 'vont', 'tout', 'chang', 'comm', 'autr', 'que', 'leur', 'destin', 'sont', 'désorm', 'imbriqu', 'jam']",drame,80
"['nuit', 'dan', 'bar', 'inspecteur', 'flic', 'noir', 'méthod', 'peu', 'orthodox', 'sex', 'appeal', 'infaillibl', 'est', 'appel', 'suit', 'd', 'agress', 'racist', 'quelqu', 'minut', 'apres', 'son', 'arriv', 'lieu', 'crim', 'victim', 'étudi', 'noir', 'succomb', 'traumat', 'crânien', 'barmaid', 'uniqu', 'témoin', 'oculair', 'dram', 'désign', 'discret', 'coupabl', 'jr', 'goss', 'rich', 'qui', 'invoqu', 'arrog', 'légitim', 'défens', 'def', 'ouvert', 'polici', 'arrêt', 'mais', 'son', 'avocat', 'obtient', 'sa', 'liber', 'immédiat', 'moyen', 'caution', 'substantiel']",policier,61
"['cc', 'est', 'emploi', 'grand', 'compagn', 'd', 'assur', 'dan', 'espoir', 'd', 'avanc', 'il', 'prêt', 'souvent', 'son', 'appart', 'se', 'supérieur', 'qui', 'y', 'emmènent', 'leur', 'petit', 'ami', 'jour', 'chef', 'personnel', 'convoqu', 'lui', 'apprend', 'qu', 'il', 'sait', 'tout', 'lui', 'demand', 'auss', 'sa', 'clé', 'est', 'enfin', 'promu', 'mais', 'ce', 'qu', 'il', 'ignor', 'c', 'est', 'que', 'chef', 'personnel', 'emmen', 'dan', 'son', 'appart', 'femm', 'dont', 'il', 'était', 'amour']",romance,61
"['vi', 'apres', 'trois', 'ami', 'longu', 'dat', 'se', 'sentent', 'oubli', 'mis', 'écart', 'leur', 'fil', 'renou', 'lien', 'eux', 'elle', 'décident', 'd', 'aller', 'leur', 'rencontr', 'mais', 'réalisent', 'chemin', 'que', 'leur', 'enfant', 'ne', 'sont', 'pas', 'seul', 'devoir', 'chang', 'leur', 'road', 'trip', 'devient', 'alor', 'voyag', 'intérieur', 'cour', 'duquel', 'elle', 'vont', 'devoir', 'redéfin', 'leur', 'rôl', 'mer', 'd', 'ami', 'd', 'épous', 'femm']",comédie,55
"['cry', 'jeun', 'adolescent', 'assum', 'mal', 'sa', 'condit', 'fill', 'elle', 'déménag', 'devient', 'garcon', 'cheveux', 'court', 'tres', 'vit', 'adopt', 'band', 'désoeuvr', 's', 'integr', 'group', 'mais', 'rest', 'toujour', 'prisonni', 'cet', 'cris', 'd', 'ident', 'sexuel', 'qui', 'hant', 'sa', 'vi', 'entier', 'elle', 'tomb', 'amour', 'petit', 'ami', 'découvr', 'vérit', 'ce', 'derni', 'entre', 'dan', 'rag', 'meurtri', 'd', 'apres', 'fait', 'diver', 'authent']",drame,54
"['dan', 'anné', 'est', 'bel', 'jeun', 'fill', 'dont', 'enfanc', 'été', 'hant', 'bel', 'mer', 'acariâtr', 'fui', 'pass', 'dont', 'elle', 'plus', 'mémoir', 'va', 'fair', 'rencontr', 'insolit', 'troup', 'ambul', 'nain', 'toreros', 'qui', 'va', 'adopt', 'lui', 'don', 'surnom', 'blancaniev', 'est', 'début', 'aventur', 'qui', 'va', 'conduir', 'blancaniev', 'ver', 'elle', 'mêm', 'ver', 'son', 'pass', 'surtout', 'ver', 'destin', 'nul', 'autr', 'semblabl']",drame,53
"['octobr', 'colonel', 'cernent', 'refug', 'point', 'respons', 'guérill', 'urbain', 'pend', 'se', 'heur', 'réclus', 'forc', 'rev', 'itinérair', 'qui', 'conduit', 'état', 'délinqu', 'proxénet', 'celui', 'chef', 'guérillero', 'organis', 'terror', 'entreprend', 'son', 'activ', 'ce', 'sont', 'premi', 'attentat', 'bomb', 'dan', 'bar', 'gar', 'cinem', 'vill', 'européen', 'devient', 'chef', 'organis', 'sous', 'direct', 'alor', 'arrivent', 'parachut', 'salu', 'popul', 'européen', 'colonel', 'met', 'prof', 'grev', 'pénetr', 'dan', 'quarti', 'arab', 'proced', 'premi', 'arrest']",historique,61
"['vi', 'villag', 'montagn', 'est', 'boulevers', 'ser', 'meurtr', 'auss', 'sauvag', 'inexpliqu', 'enquêt', 'polic', 'piétin', 'alor', 'épidem', 'fievr', 'se', 'propag', 'men', 'fol', 'meurtri', 'habit', 'petit', 'communaut', 'san', 'expliqu', 'rationnel', 'ce', 'phénomen', 'soupçon', 'se', 'portent', 'vieil', 'étrang', 'qui', 'vit', 'ermit', 'dan', 'bois', 'attis', 'rumeur', 'superstit']",horreur,42
"['dan', 'favel', 'qui', 'vu', 'jour', 'dan', 'anné', 'soix', 'est', 'gamin', 'noir', 'pauvr', 'trop', 'fragil', 'deven', 'hor', 'loi', 'mais', 'assez', 'malin', 'ne', 'pas', 'se', 'content', 'd', 'travail', 'sous', 'pai', 'il', 'grand', 'dan', 'environ', 'violent', 'mais', 'tent', 'voir', 'réalit', 'autr', 'oeil', 'd', 'artist', 'il', 'rêv', 'deven', 'photograph', 'professionnel', 'pet', 'enfant', 'onze', 'emménag', 'dan', 'il', 'souhait', 'sa', 'part', 'deven', 'plus', 'grand', 'criminel', 'commenc', 'son', 'apprentissag', 'rend', 'menus', 'servic', 'pegr', 'local', 'il', 'admir', 'son', 'gang', 'qui', 'arraisonnent', 'camion', 'cambriolent', 'tout', 'va', 'don', 'pet', 'occas', 'commettr', 'meurtr', 'premi', 'd', 'longu', 'ser']",policier,86
"['tout', 'mond', 'connaît', 'famill', 'leur', 'trois', 'enfant', 'vivent', 'system', 'philosoph', 'homm', 'est', 'pas', 'fait', 'travaill', 'tout', 'famill', 'emploi', 'être', 'heureux', 'malgr', 'cruel', 'manqu', 'revenus', 'leur', 'vi', 'étaient', 'tout', 'trac', 'il', 'ser', 'toujour', 'pauvr', 'mais', 'heureux', 'mais', 'boulevers', 'va', 'mettr', 'péril', 'ce', 'fragil', 'équilibr', 'vont', 'deven', 'rich', 'tres', 'rich', 'million', 'euros', 'gagn', 'vont', 'tout', 'chang', 'quitt', 'chang', 'vi', 'aut', 'chang', 'lieu', 'quoi', 'plus', 'logiqu', 'que', 'aller', 'vivr', 'là', 'où', 'toujour', 'rêv', 'habit', 'il', 'devront', 'se', 'fair', 'accept', 'integr', 'dan', 'leur', 'nouvel', 'patr', 'chang', 'leur', 'habitud', 'san', 'chang', 'leur', 'sent', 'part', 'est', 'pas', 'gagn', 'cet', 'famill', 'qui', 'comm', 'adag']",comédie,97
"['si', 'est', 'séducteur', 'invéter', 'hériti', 'd', 'fortun', 'polici', 'passion', 'son', 'collègu', 'ami', 'est', 'homm', 'rang', 'mari', 'per', 'famill', 'leur', 'amiti', 'ne', 'empêch', 'pas', 'd', 'avoir', 'méthod', 'parfait', 'différent', 'mais', 'disparit', 'cent', 'kilos', 'd', 'héroin', 'dérob', 'dan', 'local', 'mêm', 'brigad', 'stup', 'va', 'leur', 'fair', 'oubli', 'leur', 'concept', 'façon', 'd', 'exerc', 'leur', 'méti', 'se', 'lanc', 'poursuit', 'voleur']",policier,55
"['seul', 'contr', 'tous', 'élev', 'seul', 'se', 'trois', 'enfant', 'n', 'avait', 'vrai', 'pas', 'besoin', 'd', 'accident', 'voitur', 'd', 'aut', 'que', 'respons', 'sort', 'tribunal', 'financi', 'indemn', 'trouv', 'rapid', 'travail', 'couvr', 'tous', 'se', 'frais', 'medical', 'justic', 'obtient', 'son', 'avocat', 'emploi', 'comm', 'archiv', 'dan', 'son', 'cabinet', 'son', 'allur', 'son', 'franc', 'parl', 'ne', 'lui', 'valent', 'pas', 'début', 'facil', 'mais', 'elle', 'apprend', 'vit', 'class', 'docu', 'déterr', 'affair', 'louch', 'd', 'empoison', 'décid', 'se', 'jet', 'dan', 'bataill']",biopic,69
"['san', 'fin', 'histoir', 'coup', 'foudr', 'entre', 'fill', 'haut', 'societ', 'garçon', 'charismat']",romance,11
"['est', 'adolescent', 'fragil', 'marginal', 'total', 'livr', 'lui', 'mêm', 'martyris', 'garçon', 'sa', 'class', 'tromp', 'son', 'ennui', 'il', 'se', 'réfug', 'fond', 'cour', 'enneig', 'son', 'immeubl', 'imagin', 'scen', 'vengeanc', 'quand', 's', 'install', 'son', 'per', 'mêm', 'palli', 'que', 'lui', 'trouv', 'enfin', 'quelqu', 'qui', 'se', 'li', 'd', 'amiti', 'ne', 'sort', 'que', 'nuit', 't', 'shirt', 'malgr', 'froid', 'glacial', 'jeun', 'fill', 'ne', 'manqu', 'pas', 'intrigu', 'son', 'arriv', 'dan', 'cet', 'banlieu', 'coïncid', 'ser', 'mort', 'sangl', 'disparit', 'mystéri', 'il', 'n', 'faut', 'pas', 'plus', 'comprendr', 'est', 'vampir', 'leur', 'compliqu', 'n', 'pât', 'pas', 'contrair']",horreur,83
"['palmi', 'neig', 'sa', 'curios', 'éveil', 'vieil', 'lettr', 'jeun', 'femm', 'se', 'rend', 'dan', 'plantat', 'tropical', 'sa', 'famill', 'explor', 'secret', 'accumul', 'pend', 'géner']",romance,21
"['huit', 'se', 'réveil', 'dan', 'cav', 'sa', 'maison', 'nez', 'sang', 'san', 'aucun', 'idé', 'ce', 'qui', 'pu', 'lui', 'arriv', 'sa', 'vi', 'chang', 'complet', 'apres', 'cet', 'incident', 'peur', 'noir', 'cauchemar', 'évanou', 'dix', 'plus', 'tard', 'il', 'est', 'certain', 'd', 'avoir', 'été', 'enlev', 'extraterrestr', 'pens', 'que', 'seul', 'mc', 'cormick', 'pourr', 'avoir', 'clé', 'énigm', 'ce', 'derni', 'est', 'outsid', 'beaut', 'diabl', 'petit', 'frapp', 'dont', 'tout', 'mond', 'tomb', 'amour', 'mais', 'qui', 'ne', 's', 'attach', 'person', 'il', 'regret', 'encor', 'relat', 'qu', 'il', 'avait', 'établ', 'son', 'coach', 'baseball', 'quand', 'il', 'avait', 'huit', 'tent', 'retrouv', 'dénou', 'myster', 'qui', 'empêch', 'vivr']",drame,89
"['jeun', 'polici', 'ambiti', 'integr', 'unit', 'élit', 'polic', 'viennois', 'lor', 'intervent', 'qui', 'envenim', 'il', 'abat', 'homm', 'malad', 'mental', 'proteg', 'collègu', 'terribl', 'erreur', 'comport', 'héroïqu', 'dan', 'son', 'entourag', 'personnel', 'professionnel', 'avis', 'divergent', 'bientôt', 'symptôm', 'traumat', 'apparaissent', 'lorsqu', 'tent', 'réprim', 'gard', 'fac', 'il', 'sombr', 'dan', 'spiral', 'violenc']",drame,44
"['dan', 'futur', 'proch', 'popul', 'opprim', 'polic', 'entier', 'robotis', 'commenc', 'se', 'rebel', 'ce', 'droïd', 'polici', 'est', 'kidnapp', 'reprogramm', 'il', 'devient', 'premi', 'robot', 'capabl', 'pens', 'ressent', 'lui', 'mêm', 'mais', 'forc', 'puiss', 'destructric', 'consid', 'comm', 'dang', 'human', 'ordre', 'établ', 'elle', 'vont', 'tout', 'fair', 'mainten', 'statu', 'quo', 'assur', 'il', 'soit', 'premi', 'derni', 'son', 'espec']",science fiction,50
"['magnif', 'modest', 'écrivain', 'tent', 'd', 'achev', 'derni', 'épisod', 'extraordinair', 'aventur', 'héros', 'qu', 'il', 'cré', 'celui', 'd', 'agent', 'secret', 'invincibl', 'prêt', 'se', 'personnag', 'trait', 'ceux', 'qu', 'il', 'côtoi', 'dan', 'réalit']",comédie,29
"['polici', 'expériment', 'désabus', 'est', 'envoi', 'enquêt', 'meurtr', 'sordid', 'd', 'adolescent', 'lui', 'se', 'homm', 'montent', 'embuscad', 'rep', 'tueur', 'mais', 'celui', 'ci', 'parvient', 's', 'enfuir', 'prend', 'chass', 'mais', 'perd', 'vu', 'dan', 'opaqu', 'brouillard', 'il', 'voit', 'ombre', 'qui', 'point', 'arme', 'feu', 'tir', 'lorsqu', 'il', 's', 'approch', 'corp', 'il', 'découvr', 'qu', 'il', 'vient', 'tu', 'son', 'partenair', 'instinct', 'il', 'prend', 'pistolet', 'qu', 'auparav', 'laiss', 'tomb', 'tueur', 'dan', 'sa', 'fuit', 'plac', 'pres', 'dissimul', 'sa', 'culpabl', 'finch', 'meurtri', 'vu', 'fair', 'il', 'menac', 'dénonc', 's', 'il', 'ne', 'ferm', 'pas', 'rapid', 'dossi', 'accus', 'ancien', 'pet', 'ami', 'victim', 'd', 'être', 'respons', 'deux', 'meurtr', 'ne', 'peut', 'laiss', 's', 'tir', 'auss', 'facil', 'cepend', 'absenc', 'sommeil', 'empêch', 'd', 'avoir', 'idé', 'clair']",policier,108
"['nuit', 'est', 'foll', 'joi', 'voir', 'son', 'pet', 'fil', 'qui', 'vient', 'pass', 'quelqu', 'jour', 'chez', 'elle', 'avant', 'part', 'vivr', 'intrigu', 'son', 'comport', 'elle', 'découvr', 'bientôt', 'il', 'lui', 'ment', 'se', 'prépar', 'autr', 'vi', 'boulevers', 'doit', 'réag', 'tres', 'vit']",drame,36
"['second', 'chanc', 'elle', 'se', 'voit', 'refus', 'promot', 'prof', 'candidat', 'plus', 'diplôm', 'elle', 'quarantain', 'décid', 'quitt', 'son', 'emploi', 'trouv', 'mieux', 'ailleur', 'fil', 'sa', 'meilleur', 'ami', 'trafiqu', 'son', 'cv', 'son', 'insu', 'lui', 'fait', 'décroch', 'boulot', 'rêv', 'dan', 'dan', 'grand', 'group', 'cosmet', 'armé', 'son', 'bagout', 'son', 'vécu', 'aur', 't', 'elle', 'droit', 'sa', 'second', 'chanc', 'dan', 'ce', 'mond', 'dont', 'elle', 'ne', 'maitris', 'pas', 'tous', 'cod']",romance,61
"['pendragon', 'reçoit', 'épé', 'mythiqu', 'mort', 'd', 'épé', 'rest', 'fig', 'dan', 'stel', 'gran', 'seul', 'jeun', 'fil', 'illégitim', 'd', 'parvient', 'brand', 'épé', 'devient', 'ce', 'gest', 'roi', 'd', 'quelqu', 'anné', 'plus', 'tard', 'il', 'épous', 'réun', 'mais', 'sa', 'dem', 'soeur', 'parvient', 'avoir', 'fil', 'd', 'qui', 'va', 'pouss', 'sa', 'pert']",historique,45
"['vivr', 'chant', 'li', 'dirig', 'troup', 'oper', 'traditionnel', 'qui', 'vit', 'jou', 'ensembl', 'dan', 'banlieu', 'quand', 'elle', 'reçoit', 'avis', 'démolit', 'son', 'théâtr', 'li', 'cach', 'autr', 'membr', 'compagn', 'décid', 'se', 'battr', 'trouv', 'nouveau', 'lieu', 'où', 'il', 'pourront', 'tous', 'continu', 'vivr', 'chant', 'engag', 'alor', 'lutt', 'surv', 'leur', 'art']",drame,44
"['dan', 'ferveur', 'exalt', 'début', 'guerr', 'encor', 'étudi', 'répond', 'appel', 'sous', 'drapeau', 'il', 'rencontr', 'autr', 'autrefois', 'ouvri', 'boulang', 'cuisini', 'désorm', 'unis', 'sous', 'nom', 'soldat', 'ensembl', 'il', 'vont', 'rir', 'ensembl', 'il', 'vont', 'se', 'battr', 'ensembl', 'il', 'vont', 'perdr', 'espoir', 'noi', 'sous', 'tempêt', 'feu', 'aci', 'absurd', 'dan', 'brum', 'tranch', 'défigur', 'canon', 'soldat', 'font', 'fac', 'cruaut', 'vi', 'quotidien', 'attent', 'courri', 'qui', 'déchir', 'coeur', 'terreur', 'min', 'cach', 'camarad', 'qui', 'tombent', 'tand', 'que', 'fleur', 'croix', 'bois', 'tombeau', 'ciel', 'ouvert', 'fin', 'perdr', 'se', 'idéal']",historique,77
"['long', 'dimanch', 'fiançaill', 'deux', 'plus', 'tôt', 'son', 'fianc', 'est', 'part', 'comm', 'million', 'd', 'autr', 'il', 'est', 'mort', 'champ', 'd', 'honneur', 'c', 'est', 'écrit', 'noir', 'blanc', 'avis', 'officiel', 'pourt', 'refus', 'd', 'admettr', 'cet', 'évident', 'si', 'était', 'mort', 'elle', 'saur', 'elle', 'se', 'raccroch', 'son', 'intuit', 'comm', 'derni', 'fil', 'ténu', 'qui', 'reli', 'encor', 'son', 'amant', 'ancien', 'sergent', 'beau', 'lui', 'racont', 'que', 'est', 'mort', 'no', 'man', 's', 'land', 'd', 'tranch', 'nomm', 'compagn', 'quatr', 'autr', 'condamn', 'mort', 'mutil', 'volontair', 'rien', 'n', 'y', 'fait', 'refus', 'lâch', 'fil', 'elle', 's', 'y', 'crampon', 'foi', 'charbonni', 'se', 'lanc', 'dan', 'vérit', 'contr', 'enquêt', 'faux', 'espoir', 'incertitud', 'elle', 'va', 'démêl', 'peu', 'peu', 'vérit', 'sort', 'se', 'quatr', 'camarad']",romance,106
"['group', 'criminel', 'condamn', 'mort', 'accept', 'commu', 'leur', 'pein', 'deven', 'cobay', 'mission', 'spatial', 'dehor', 'system', 'solair', 'mission', 'hor', 'norm']",science fiction,18
"['deux', 'metr', 'sont', 'jeun', 'gen', 'pas', 'comm', 'autr', 'il', 'vivent', 'dan', 'hôpital', 'effet', 'leur', 'system', 'immunitair', 'défaill', 'leur', 'interd', 'approch', 'trop', 'pres', 'autr', 'est', 'éternel', 'optim', 'organis', 'dynam', 'elle', 'anim', 'blog', 'suiv', 'se', 'amis', 'contrair', 'est', 'taciturn', 'refus', 'bloc', 'aid', 'médecin', 'irrémédi', 'attir', 'autr', 'il', 'doivent', 'pourt', 'laiss', 'deux', 'metr', 'entre', 'eux']",romance,52
"['dan', 'banlieu', 'début', 'anné', 'vingt', 'lutt', 'contr', 'fol', 'qui', 'guet', 'elle', 'entam', 'écritur', 'son', 'grand', 'roman', 'plus', 'vingt', 'apres', 'lit', 'cet', 'ouvrag', 'expérient', 'si', 'fort', 'qu', 'elle', 'song', 'chang', 'radical', 'vi', 'aujourd', 'hui', 'version', 'modern', 'soutient', 'ami', 'poet', 'atteint', 'sid', 'comment', 'ce', 'histoir', 'vont', 'elle', 'se', 'rejoindr', 'comment', 'ce', 'trois', 'femm', 'vont', 'elle', 'form', 'seul', 'mêm', 'chaîn', 'littératur', 'est', 'si', 'puiss', 'qu', 'chef', 'd', 'oeuvr', 'peut', 'delà', 'époqu', 'modifi', 'irrévoc', 'existent', 'cel', 'qui', 'côtoient']",romance,74
"['blob', 'monstr', 'étrang', 'venu', 'd', 'ailleur', 'inform', 'gelatin', 'dévor', 'tout', 'ce', 'qui', 'vit', 'particuli', 'être', 'humain', 'dont', 'il', 'se', 'régal', 'mais', 'avant', 'qu', 'il', 'n', 'ait', 'complet', 'diger', 'vill', 'dont', 'il', 's', 'est', 'régal', 'découvrent', 'que', 'tel', 'vampir', 'crucifix']",horreur,39
"['enfant', 'attend', 'plein', 'ascens', 'professionnel', 'mari', 'mer', 'petit', 'fill', 'qui', 'vient', 'fêt', 'se', 'sept', 'est', 'femm', 'qui', 'vi', 'sour', 'ce', 'que', 'tout', 'bascul', 'plein', 'nuit', 'dan', 'état', 'inconscient', 'total', 'elle', 'accouch', 'enfant', 'elle', 'attend', 'pas', 'dan', 'état', 'second', 'incap', 'ger', 'ce', 'qui', 'lui', 'arriv', 'elle', 'se', 'débarr', 'nouveau', 'né', 'enfant', 'est', 'retrouv', 'viv', 'mais', 'est', 'accus', 'tentat', 'd', 'infanticid', 'elle', 'ne', 'comprend', 'pas', 'ce', 'qui', 'lui', 'arriv', 'jur', 'elle', 'ne', 'se', 'sav', 'pas', 'enceint', 'son', 'mar', 'se', 'proch', 'sont', 'tout', 'auss', 'incrédul', 'diagnostic', 'est', 'brutal', 'incompréhensibl', 'fait', 'den', 'grossess', 'jug', 'rejet', 'tous', 'va', 'devoir', 'répondr', 'son', 'acte', 'fac', 'justic', 'fac', 'societ', 'fac', 'sa', 'famill', 'son', 'entourag', 'elle', 'entam', 'parcour', 'résilient', 'reconstruct', 'qui', 'pass', 'découvert', 'lien', 'maternel', 'cet', 'enfant', 'inattendu', 'soutenu', 'son', 'ami', 'avocat', 'associ', 'va', 'se', 'battr', 'fair', 'entendr', 'sa', 'voix', 'mais', 'auss', 'cel', 'autr', 'femm', 'qui', 'ont', 'vécu', 'ce', 'mêm', 'phénomen', 'den', 'grossess']",drame,144
"['nouvel', 'version']",science fiction,2
